transcript_id	C4_R1	C4_R2	C4_R3	C3_R1	C3_R2	C3_R3	transcript_length	gene_id	HGNC symbol
ENST00000236925	10.41773828297442	9.906068457537085	7.86258007195384	17.77556570737864	5.119322884226513	8.60880307506446	7161	ENSG00000118200	CAMSAP2
ENST00000238146	10.41773828297442	9.906068457537085	10.109031521083509	8.204107249559371	3.4128819228176757	7.174002562553715	2656	ENSG00000111364	DDX55
ENST00000242592	10.41773828297442	12.10741700365644	12.355482970213178	12.306160874339058	5.119322884226513	15.782805637618173	1859	ENSG00000122971	ACADS
ENST00000246672	10.41773828297442	5.5033713652983804	1.1232257245648343	4.1020536247796855	6.825763845635351	4.30440153753223	2630	ENSG00000126368	NR1D1
ENST00000247194	10.41773828297442	7.704719911417734	7.86258007195384	8.204107249559371	6.825763845635351	5.739202050042972	1516	ENSG00000126790	L3HYPDH
ENST00000248244	10.41773828297442	9.906068457537085	12.355482970213178	15.04086329085885	22.18373249831489	7.174002562553715	2684	ENSG00000127666	TICAM1
ENST00000250237	10.41773828297442	16.51011409589514	15.72516014390768	24.61232174867812	6.825763845635351	15.782805637618173	1329	ENSG00000213339	QTRT1
ENST00000253063	10.41773828297442	13.208091276716111	6.739354347389007	15.04086329085885	5.119322884226513	8.60880307506446	3462	ENSG00000130766	SESN2
ENST00000256458	10.41773828297442	5.5033713652983804	3.3696771736945035	9.571458457819269	3.4128819228176757	5.739202050042972	3431	ENSG00000134070	IRAK2
ENST00000257468	10.41773828297442	35.221576737909636	19.094837317602185	21.87761933215832	25.596614421132568	20.087207175150404	2299	ENSG00000135018	UBQLN1
ENST00000258455	10.41773828297442	23.1141597342532	23.58774021586152	17.77556570737864	27.303055382541405	31.565611275236346	1414	ENSG00000135972	MRPS9
ENST00000261207	10.41773828297442	3.3020228191790277	4.492902898259337	12.306160874339058	1.7064409614088378	5.739202050042972	5582	ENSG00000058272	PPP1R12A
ENST00000261537	10.41773828297442	7.704719911417734	11.232257245648341	17.77556570737864	6.825763845635351	8.60880307506446	10100	ENSG00000101752	MIB1
ENST00000261601	10.41773828297442	7.704719911417734	6.739354347389007	13.673512082598954	1.7064409614088378	1.434800512510743	4972	ENSG00000101557	USP14
ENST00000262605	10.41773828297442	8.805394184477409	7.86258007195384	10.938809666079162	3.4128819228176757	2.869601025021486	6224	ENSG00000124120	TTPAL
ENST00000263847	10.41773828297442	4.4026970922387045	8.985805796518674	15.04086329085885	1.7064409614088378	7.174002562553715	4713	ENSG00000110048	OSBP
ENST00000264954	10.41773828297442	12.10741700365644	15.72516014390768	13.673512082598954	1.7064409614088378	4.30440153753223	2653	ENSG00000109519	GRPEL1
ENST00000266970	10.41773828297442	9.906068457537085	8.985805796518674	12.306160874339058	11.945086729861863	14.34800512510743	2240	ENSG00000123374	CDK2
ENST00000267339	10.41773828297442	5.5033713652983804	10.109031521083509	5.469404833039581	20.47729153690605	12.913204612596688	2495	ENSG00000088448	ANKRD10
ENST00000271732	10.41773828297442	12.10741700365644	8.985805796518674	13.673512082598954	10.238645768453026	10.043603587575202	3124	ENSG00000143457	GOLPH3L
ENST00000272402	10.41773828297442	4.4026970922387045	7.86258007195384	10.938809666079162	3.4128819228176757	12.913204612596688	3588	ENSG00000144021	CIAO1
ENST00000282574	10.41773828297442	9.906068457537085	20.218063042167017	23.244970540418223	13.651527691270703	10.043603587575202	3823	ENSG00000116001	TIA1
ENST00000283632	10.41773828297442	4.4026970922387045	5.616128622824171	10.938809666079162	3.4128819228176757	4.30440153753223	6183	ENSG00000153561	RMND5A
ENST00000284727	10.41773828297442	13.208091276716111	14.601934419342845	10.938809666079162	5.119322884226513	4.30440153753223	2587	ENSG00000154518	ATP5MC3
ENST00000284881	10.41773828297442	4.4026970922387045	8.985805796518674	21.87761933215832	6.825763845635351	7.174002562553715	5396	ENSG00000154642	C21orf91
ENST00000287727	10.41773828297442	18.711462642014492	15.72516014390768	13.673512082598954	8.532204807044188	11.478404100085944	5148	ENSG00000157077	ZFYVE9
ENST00000288828	10.41773828297442	4.4026970922387045	7.86258007195384	15.04086329085885	3.4128819228176757	5.739202050042972	4445	ENSG00000157954	WIPI2
ENST00000292180	10.41773828297442	5.5033713652983804	16.848385868472516	12.306160874339058	3.4128819228176757	22.95680820017189	2189	ENSG00000160688	FLAD1
ENST00000295414	10.41773828297442	3.3020228191790277	10.109031521083509	19.142916915638533	8.532204807044188	14.34800512510743	3813	ENSG00000163249	CCNYL1
ENST00000297135	10.41773828297442	4.4026970922387045	6.739354347389007	6.836756041299477	1.7064409614088378	4.30440153753223	4658	ENSG00000164597	COG5
ENST00000300087	10.41773828297442	2.2013485461193523	5.616128622824171	16.408214499118742	13.651527691270703	7.174002562553715	10954	ENSG00000166847	DCTN5
ENST00000301765	10.41773828297442	8.805394184477409	2.2464514491296685	15.04086329085885	8.532204807044188	5.739202050042972	2673	ENSG00000167987	VPS37C
ENST00000304987	10.41773828297442	6.604045638358057	2.2464514491296685	9.571458457819269	6.825763845635351	2.869601025021486	9622	ENSG00000170145	SIK2
ENST00000309602	10.41773828297442	16.51011409589514	6.739354347389007	19.142916915638533	11.945086729861863	5.739202050042972	2869	ENSG00000173621	LRFN4
ENST00000310924	10.41773828297442	2.2013485461193523	1.1232257245648343	13.673512082598954	3.4128819228176757	2.869601025021486	10960	ENSG00000167291	TBC1D16
ENST00000312916	10.41773828297442	4.4026970922387045	7.86258007195384	9.571458457819269	1.7064409614088378	14.34800512510743	4490	ENSG00000164252	AGGF1
ENST00000315144	10.41773828297442	16.51011409589514	4.492902898259337	1.3673512082598953	3.4128819228176757	1.434800512510743	1730	ENSG00000160688	FLAD1
ENST00000321394	10.41773828297442	20.912811188133848	20.218063042167017	16.408214499118742	17.064409614088376	17.21760615012892	2352	ENSG00000120438	TCP1
ENST00000331597	10.41773828297442	11.006742730596761	7.86258007195384	28.714375373457795	11.945086729861863	12.913204612596688	2255	ENSG00000149380	P4HA3
ENST00000331821	10.41773828297442	22.013485461193522	13.47870869477801	6.836756041299477	8.532204807044188	10.043603587575202	837	ENSG00000099901	RANBP1
ENST00000332439	10.41773828297442	13.208091276716111	6.739354347389007	8.204107249559371	5.119322884226513	1.434800512510743	3489	ENSG00000182224	CYB5D1
ENST00000332503	10.41773828297442	4.4026970922387045	2.2464514491296685	4.1020536247796855	10.238645768453026	10.043603587575202	2002	ENSG00000182742	HOXB4
ENST00000334956	10.41773828297442	8.805394184477409	6.739354347389007	12.306160874339058	8.532204807044188	2.869601025021486	8627	ENSG00000197702	PARVA
ENST00000336273	10.41773828297442	1.1006742730596761	1.1232257245648343	16.408214499118742	1.7064409614088378	2.869601025021486	7662	ENSG00000147649	MTDH
ENST00000340067	10.41773828297442	11.006742730596761	7.86258007195384	17.77556570737864	11.945086729861863	5.739202050042972	3389	ENSG00000188997	KCTD21
ENST00000343815	10.41773828297442	13.208091276716111	4.492902898259337	12.306160874339058	15.35796865267954	8.60880307506446	3411	ENSG00000143569	UBAP2L
ENST00000344922	10.41773828297442	2.2013485461193523	1.1232257245648343	5.469404833039581	1.7064409614088378	1.434800512510743	8126	ENSG00000154305	MIA3
ENST00000351691	10.41773828297442	9.906068457537085	6.739354347389007	9.571458457819269	11.945086729861863	1.434800512510743	2239	ENSG00000131323	TRAF3
ENST00000357898	10.41773828297442	9.906068457537085	4.492902898259337	10.938809666079162	10.238645768453026	2.869601025021486	1439	ENSG00000171621	SPSB1
ENST00000358823	10.41773828297442	9.906068457537085	7.86258007195384	17.77556570737864	5.119322884226513	8.60880307506446	7352	ENSG00000118200	CAMSAP2
ENST00000361203	10.41773828297442	8.805394184477409	4.492902898259337	6.836756041299477	3.4128819228176757	1.434800512510743	22431	ENSG00000151914	DST
ENST00000367446	10.41773828297442	8.805394184477409	6.739354347389007	12.306160874339058	15.35796865267954	10.043603587575202	3081	ENSG00000116747	RO60
ENST00000368336	10.41773828297442	4.4026970922387045	5.616128622824171	13.673512082598954	17.064409614088376	20.087207175150404	2056	ENSG00000132676	DAP3
ENST00000368679	10.41773828297442	8.805394184477409	5.616128622824171	16.408214499118742	6.825763845635351	8.60880307506446	7938	ENSG00000148848	ADAM12
ENST00000370701	10.41773828297442	9.906068457537085	3.3696771736945035	16.408214499118742	6.825763845635351	8.60880307506446	4755	ENSG00000198689	SLC9A6
ENST00000370768	10.41773828297442	2.2013485461193523	1.1232257245648343	21.87761933215832	8.532204807044188	8.60880307506446	6714	ENSG00000162613	FUBP1
ENST00000372409	10.41773828297442	2.2013485461193523	8.985805796518674	8.204107249559371	3.4128819228176757	4.30440153753223	2689	ENSG00000100982	PCIF1
ENST00000372904	10.41773828297442	8.805394184477409	7.86258007195384	10.938809666079162	3.4128819228176757	2.869601025021486	6234	ENSG00000124120	TTPAL
ENST00000373004	10.41773828297442	3.3020228191790277	6.739354347389007	25.97967295693801	11.945086729861863	18.65240666263966	6646	ENSG00000102359	SRPX2
ENST00000373316	10.41773828297442	7.704719911417734	4.492902898259337	13.673512082598954	18.770850575497217	11.478404100085944	4812	ENSG00000102144	PGK1
ENST00000373795	10.41773828297442	12.10741700365644	3.3696771736945035	17.77556570737864	3.4128819228176757	4.30440153753223	2300	ENSG00000116350	SRSF4
ENST00000376227	10.41773828297442	9.906068457537085	10.109031521083509	12.306160874339058	5.119322884226513	12.913204612596688	2310	ENSG00000101997	CCDC22
ENST00000377075	10.41773828297442	3.3020228191790277	12.355482970213178	13.673512082598954	5.119322884226513	8.60880307506446	4783	ENSG00000158158	CNNM4
ENST00000377263	10.41773828297442	6.604045638358057	10.109031521083509	16.408214499118742	15.35796865267954	20.087207175150404	3006	ENSG00000178585	CTNNBIP1
ENST00000377943	10.41773828297442	6.604045638358057	3.3696771736945035	9.571458457819269	3.4128819228176757	4.30440153753223	1588	ENSG00000125870	SNRPB2
ENST00000377959	10.41773828297442	11.006742730596761	13.47870869477801	16.408214499118742	8.532204807044188	12.913204612596688	812	ENSG00000122694	GLIPR2
ENST00000381151	10.41773828297442	6.604045638358057	11.232257245648341	10.938809666079162	1.7064409614088378	2.869601025021486	11566	ENSG00000198743	SLC5A3
ENST00000381554	10.41773828297442	8.805394184477409	13.47870869477801	12.306160874339058	3.4128819228176757	15.782805637618173	1598	ENSG00000205758	CRYZL1
ENST00000382883	10.41773828297442	8.805394184477409	12.355482970213178	13.673512082598954	11.945086729861863	7.174002562553715	5445	ENSG00000121741	ZMYM2
ENST00000383029	10.41773828297442	7.704719911417734	6.739354347389007	5.469404833039581	5.119322884226513	5.739202050042972	1755	ENSG00000136319	TTC5
ENST00000389532	10.41773828297442	4.4026970922387045	6.739354347389007	5.469404833039581	1.7064409614088378	5.739202050042972	8018	ENSG00000130559	CAMSAP1
ENST00000392571	10.41773828297442	8.805394184477409	7.86258007195384	8.204107249559371	10.238645768453026	8.60880307506446	1515	ENSG00000152256	PDK1
ENST00000393021	10.41773828297442	8.805394184477409	13.47870869477801	10.938809666079162	6.825763845635351	12.913204612596688	5479	ENSG00000108443	RPS6KB1
ENST00000393802	10.41773828297442	9.906068457537085	3.3696771736945035	5.469404833039581	6.825763845635351	1.434800512510743	2181	ENSG00000072803	FBXW11
ENST00000395939	10.41773828297442	22.013485461193522	22.464514491296683	13.673512082598954	6.825763845635351	12.913204612596688	1453	ENSG00000101134	DOK5
ENST00000395969	10.41773828297442	14.308765549775792	14.601934419342845	13.673512082598954	15.35796865267954	4.30440153753223	3181	ENSG00000006715	VPS41
ENST00000397622	10.41773828297442	4.4026970922387045	11.232257245648341	16.408214499118742	3.4128819228176757	8.60880307506446	3455	ENSG00000146842	TMEM209
ENST00000398148	10.41773828297442	4.4026970922387045	6.739354347389007	17.77556570737864	1.7064409614088378	4.30440153753223	2993	ENSG00000088247	KHSRP
ENST00000399598	10.41773828297442	7.704719911417734	7.86258007195384	16.408214499118742	3.4128819228176757	7.174002562553715	4971	ENSG00000215114	UBXN2B
ENST00000400335	10.41773828297442	6.604045638358057	5.616128622824171	4.1020536247796855	10.238645768453026	1.434800512510743	6181	ENSG00000183762	KREMEN1
ENST00000403525	10.41773828297442	5.5033713652983804	3.3696771736945035	20.510268123898427	6.825763845635351	2.869601025021486	6900	ENSG00000084774	CAD
ENST00000409688	10.41773828297442	23.1141597342532	14.601934419342845	6.836756041299477	15.35796865267954	4.30440153753223	843	ENSG00000180354	MTURN
ENST00000417069	10.41773828297442	2.2013485461193523	3.3696771736945035	5.469404833039581	6.825763845635351	4.30440153753223	2063	ENSG00000197217	ENTPD4
ENST00000427714	10.41773828297442	11.006742730596761	7.86258007195384	28.714375373457795	11.945086729861863	12.913204612596688	2248	ENSG00000149380	P4HA3
ENST00000429344	10.41773828297442	5.5033713652983804	10.109031521083509	9.571458457819269	5.119322884226513	1.434800512510743	3583	ENSG00000105298	CACTIN
ENST00000432648	10.41773828297442	3.3020228191790277	7.86258007195384	8.204107249559371	11.945086729861863	8.60880307506446	2688	ENSG00000174574	AKIRIN1
ENST00000438806	10.41773828297442	6.604045638358057	4.492902898259337	16.408214499118742	11.945086729861863	1.434800512510743	3142	ENSG00000132424	PNISR
ENST00000447066	10.41773828297442	8.805394184477409	5.616128622824171	2.7347024165197906	3.4128819228176757	1.434800512510743	3626	ENSG00000090863	GLG1
ENST00000448723	10.41773828297442	8.805394184477409	5.616128622824171	16.408214499118742	6.825763845635351	8.60880307506446	7941	ENSG00000148848	ADAM12
ENST00000449309	10.41773828297442	3.3020228191790277	4.492902898259337	10.938809666079162	1.7064409614088378	1.434800512510743	2468	ENSG00000221909	FAM200A
ENST00000450116	10.41773828297442	13.208091276716111	3.3696771736945035	8.204107249559371	5.119322884226513	5.739202050042972	418	ENSG00000171858	RPS21
ENST00000450142	10.41773828297442	3.3020228191790277	4.492902898259337	12.306160874339058	1.7064409614088378	5.739202050042972	5620	ENSG00000058272	PPP1R12A
ENST00000450570	10.41773828297442	9.906068457537085	8.985805796518674	9.571458457819269	8.532204807044188	7.174002562553715	945	ENSG00000101290	CDS2
ENST00000452107	10.41773828297442	8.805394184477409	8.985805796518674	24.61232174867812	20.47729153690605	8.60880307506446	1663	ENSG00000132434	LANCL2
ENST00000452906	10.41773828297442	7.704719911417734	12.355482970213178	15.04086329085885	5.119322884226513	5.739202050042972	585	ENSG00000181061	HIGD1A
ENST00000454074	10.41773828297442	8.805394184477409	10.109031521083509	6.836756041299477	1.7064409614088378	7.174002562553715	2659	ENSG00000146802	TMEM168
ENST00000458574	10.41773828297442	3.3020228191790277	8.985805796518674	4.1020536247796855	5.119322884226513	7.174002562553715	645	ENSG00000143158	MPC2
ENST00000460259	10.41773828297442	28.617531099551574	12.355482970213178	9.571458457819269	6.825763845635351	20.087207175150404	2029	ENSG00000160194	NDUFV3
ENST00000463057	10.41773828297442	5.5033713652983804	14.601934419342845	12.306160874339058	11.945086729861863	4.30440153753223	704	ENSG00000101166	PRELID3B
ENST00000463336	10.41773828297442	17.610788368954818	25.834191664991184	13.673512082598954	17.064409614088376	12.913204612596688	636	ENSG00000137033	IL33
ENST00000464792	10.41773828297442	9.906068457537085	12.355482970213178	16.408214499118742	8.532204807044188	15.782805637618173	2932	ENSG00000149474	KAT14
ENST00000469515	10.41773828297442	6.604045638358057	3.3696771736945035	16.408214499118742	6.825763845635351	15.782805637618173	785	ENSG00000008952	SEC62
ENST00000477813	10.41773828297442	8.805394184477409	14.601934419342845	17.77556570737864	3.4128819228176757	7.174002562553715	1945	ENSG00000121579	NAA50
ENST00000480013	10.41773828297442	5.5033713652983804	10.109031521083509	9.571458457819269	1.7064409614088378	7.174002562553715	5975	ENSG00000163539	CLASP2
ENST00000483437	10.41773828297442	6.604045638358057	4.492902898259337	5.469404833039581	5.119322884226513	2.869601025021486	1854	ENSG00000186432	KPNA4
ENST00000488290	10.41773828297442	6.604045638358057	11.232257245648341	6.836756041299477	11.945086729861863	7.174002562553715	4103	ENSG00000107951	MTPAP
ENST00000488746	10.41773828297442	6.604045638358057	14.601934419342845	8.204107249559371	15.35796865267954	11.478404100085944	611	ENSG00000113811	SELENOK
ENST00000488770	10.41773828297442	7.704719911417734	12.355482970213178	5.469404833039581	8.532204807044188	8.60880307506446	1826	ENSG00000050393	MCUR1
ENST00000489298	10.41773828297442	17.610788368954818	23.58774021586152	12.306160874339058	6.825763845635351	17.21760615012892	712	ENSG00000182518	FAM104B
ENST00000492356	10.41773828297442	13.208091276716111	13.47870869477801	8.204107249559371	5.119322884226513	5.739202050042972	429	ENSG00000171858	RPS21
ENST00000496962	10.41773828297442	6.604045638358057	14.601934419342845	10.938809666079162	11.945086729861863	14.34800512510743	684	ENSG00000115486	GGCX
ENST00000502613	10.41773828297442	11.006742730596761	16.848385868472516	12.306160874339058	1.7064409614088378	7.174002562553715	8012	ENSG00000138756	BMP2K
ENST00000504830	10.41773828297442	16.51011409589514	11.232257245648341	32.816428998237484	10.238645768453026	28.69601025021486	8572	ENSG00000151388	ADAMTS12
ENST00000506636	10.41773828297442	2.2013485461193523	3.3696771736945035	4.1020536247796855	6.825763845635351	1.434800512510743	2570	ENSG00000138686	BBS7
ENST00000506644	10.41773828297442	11.006742730596761	6.739354347389007	5.469404833039581	8.532204807044188	2.869601025021486	735	ENSG00000146007	ZMAT2
ENST00000506649	10.41773828297442	19.81213691507417	20.218063042167017	9.571458457819269	15.35796865267954	15.782805637618173	778	ENSG00000135535	CD164
ENST00000512088	10.41773828297442	13.208091276716111	31.450320287815366	13.673512082598954	8.532204807044188	10.043603587575202	627	ENSG00000131495	NDUFA2
ENST00000512866	10.41773828297442	8.805394184477409	10.109031521083509	16.408214499118742	17.064409614088376	10.043603587575202	2013	ENSG00000013375	PGM3
ENST00000519088	10.41773828297442	6.604045638358057	5.616128622824171	5.469404833039581	10.238645768453026	4.30440153753223	1272	ENSG00000254093	PINX1
ENST00000521158	10.41773828297442	15.409439822835465	7.86258007195384	2.7347024165197906	8.532204807044188	7.174002562553715	949	ENSG00000078668	VDAC3
ENST00000521576	10.41773828297442	8.805394184477409	3.3696771736945035	12.306160874339058	3.4128819228176757	2.869601025021486	2332	ENSG00000165102	HGSNAT
ENST00000522111	10.41773828297442	7.704719911417734	6.739354347389007	9.571458457819269	5.119322884226513	4.30440153753223	1961	ENSG00000253368	TRNP1
ENST00000522911	10.41773828297442	6.604045638358057	14.601934419342845	9.571458457819269	6.825763845635351	12.913204612596688	677	ENSG00000169439	SDC2
ENST00000525095	10.41773828297442	6.604045638358057	17.97161159303735	13.673512082598954	5.119322884226513	7.174002562553715	1558	ENSG00000151502	VPS26B
ENST00000526100	10.41773828297442	8.805394184477409	7.86258007195384	5.469404833039581	3.4128819228176757	7.174002562553715	1600	ENSG00000112339	HBS1L
ENST00000526774	10.41773828297442	8.805394184477409	5.616128622824171	4.1020536247796855	5.119322884226513	5.739202050042972	3360	ENSG00000052841	TTC17
ENST00000529006	10.41773828297442	7.704719911417734	7.86258007195384	17.77556570737864	1.7064409614088378	5.739202050042972	7386	ENSG00000173120	KDM2A
ENST00000529435	10.41773828297442	16.51011409589514	15.72516014390768	13.673512082598954	22.18373249831489	21.522007687661148	1011	ENSG00000166012	TAF1D
ENST00000529543	10.41773828297442	3.3020228191790277	1.1232257245648343	8.204107249559371	1.7064409614088378	10.043603587575202	2142	ENSG00000154144	TBRG1
ENST00000529637	10.41773828297442	8.805394184477409	11.232257245648341	12.306160874339058	6.825763845635351	2.869601025021486	3228	ENSG00000090686	USP48
ENST00000531477	10.41773828297442	19.81213691507417	33.69677173694504	12.306160874339058	15.35796865267954	14.34800512510743	820	ENSG00000171204	TMEM126B
ENST00000532702	10.41773828297442	5.5033713652983804	4.492902898259337	1.3673512082598953	8.532204807044188	4.30440153753223	745	ENSG00000161016	RPL8
ENST00000538936	10.41773828297442	4.4026970922387045	7.86258007195384	9.571458457819269	1.7064409614088378	1.434800512510743	5089	ENSG00000185813	PCYT2
ENST00000539476	10.41773828297442	18.711462642014492	13.47870869477801	19.142916915638533	15.35796865267954	8.60880307506446	3612	ENSG00000174238	PITPNA
ENST00000542199	10.41773828297442	5.5033713652983804	10.109031521083509	9.571458457819269	3.4128819228176757	4.30440153753223	750	ENSG00000061794	MRPS35
ENST00000546760	10.41773828297442	5.5033713652983804	2.2464514491296685	8.204107249559371	8.532204807044188	12.913204612596688	764	ENSG00000258315	C17orf49
ENST00000548020	10.41773828297442	5.5033713652983804	10.109031521083509	2.7347024165197906	10.238645768453026	7.174002562553715	1100	ENSG00000127337	YEATS4
ENST00000553208	10.41773828297442	8.805394184477409	4.492902898259337	17.77556570737864	20.47729153690605	8.60880307506446	1022	ENSG00000135506	OS9
ENST00000553865	10.41773828297442	2.2013485461193523	8.985805796518674	13.673512082598954	3.4128819228176757	4.30440153753223	5627	ENSG00000090061	CCNK
ENST00000558745	10.41773828297442	4.4026970922387045	8.985805796518674	13.673512082598954	5.119322884226513	8.60880307506446	1340	ENSG00000140391	TSPAN3
ENST00000559228	10.41773828297442	7.704719911417734	7.86258007195384	9.571458457819269	3.4128819228176757	17.21760615012892	9250	ENSG00000128923	MINDY2
ENST00000559556	10.41773828297442	15.409439822835465	3.3696771736945035	8.204107249559371	3.4128819228176757	11.478404100085944	977	ENSG00000140416	TPM1
ENST00000560229	10.41773828297442	9.906068457537085	12.355482970213178	2.7347024165197906	8.532204807044188	10.043603587575202	576	ENSG00000182774	RPS17
ENST00000560448	10.41773828297442	2.2013485461193523	7.86258007195384	4.1020536247796855	5.119322884226513	5.739202050042972	1429	ENSG00000160199	PKNOX1
ENST00000561792	10.41773828297442	15.409439822835465	15.72516014390768	12.306160874339058	8.532204807044188	8.60880307506446	823	ENSG00000103018	CYB5B
ENST00000562078	10.41773828297442	3.3020228191790277	6.739354347389007	5.469404833039581	5.119322884226513	1.434800512510743	2455	ENSG00000179335	CLK3
ENST00000563633	10.41773828297442	9.906068457537085	11.232257245648341	12.306160874339058	1.7064409614088378	7.174002562553715	1117	ENSG00000162066	AMDHD2
ENST00000566228	10.41773828297442	6.604045638358057	4.492902898259337	5.469404833039581	3.4128819228176757	4.30440153753223	8173	ENSG00000048471	SNX29
ENST00000567078	10.41773828297442	3.3020228191790277	10.109031521083509	1.3673512082598953	5.119322884226513	11.478404100085944	764	ENSG00000260342	
ENST00000569102	10.41773828297442	4.4026970922387045	2.2464514491296685	6.836756041299477	1.7064409614088378	2.869601025021486	491	ENSG00000167191	GPRC5B
ENST00000577734	10.41773828297442	7.704719911417734	5.616128622824171	6.836756041299477	6.825763845635351	5.739202050042972	588	ENSG00000141627	DYM
ENST00000580706	10.41773828297442	7.704719911417734	13.47870869477801	16.408214499118742	6.825763845635351	20.087207175150404	2948	ENSG00000154059	IMPACT
ENST00000583147	10.41773828297442	18.711462642014492	11.232257245648341	17.77556570737864	18.770850575497217	21.522007687661148	2311	ENSG00000128791	TWSG1
ENST00000584655	10.41773828297442	3.3020228191790277	3.3696771736945035	6.836756041299477	1.7064409614088378	1.434800512510743	4039	ENSG00000092871	RFFL
ENST00000585769	10.41773828297442	8.805394184477409	23.58774021586152	13.673512082598954	6.825763845635351	18.65240666263966	988	ENSG00000141759	TXNL4A
ENST00000586782	10.41773828297442	8.805394184477409	3.3696771736945035	1.3673512082598953	1.7064409614088378	2.869601025021486	843	ENSG00000030582	GRN
ENST00000587127	10.41773828297442	5.5033713652983804	2.2464514491296685	8.204107249559371	1.7064409614088378	2.869601025021486	3569	ENSG00000175931	UBE2O
ENST00000587424	10.41773828297442	7.704719911417734	11.232257245648341	21.87761933215832	6.825763845635351	4.30440153753223	4307	ENSG00000263465	SRSF8
ENST00000591863	10.41773828297442	6.604045638358057	5.616128622824171	10.938809666079162	5.119322884226513	7.174002562553715	2903	ENSG00000121289	CEP89
ENST00000591899	10.41773828297442	16.51011409589514	13.47870869477801	16.408214499118742	3.4128819228176757	11.478404100085944	1299	ENSG00000127540	UQCR11
ENST00000610466	10.41773828297442	5.5033713652983804	7.86258007195384	8.204107249559371	10.238645768453026	8.60880307506446	2487	ENSG00000068308	OTUD5
ENST00000611683	10.41773828297442	11.006742730596761	20.218063042167017	5.469404833039581	13.651527691270703	10.043603587575202	1257	ENSG00000132485	ZRANB2
ENST00000613315	10.41773828297442	13.208091276716111	4.492902898259337	12.306160874339058	15.35796865267954	8.60880307506446	3451	ENSG00000143569	UBAP2L
ENST00000614237	10.41773828297442	5.5033713652983804	1.1232257245648343	1.3673512082598953	3.4128819228176757	5.739202050042972	3519	ENSG00000277957	SENP3-EIF4A1
ENST00000615384	10.41773828297442	6.604045638358057	11.232257245648341	17.77556570737864	3.4128819228176757	5.739202050042972	4725	ENSG00000253953	PCDHGB4
ENST00000617710	10.41773828297442	26.416182553432233	20.218063042167017	16.408214499118742	1.7064409614088378	11.478404100085944	1719	ENSG00000176454	LPCAT4
ENST00000638587	10.41773828297442	8.805394184477409	5.616128622824171	23.244970540418223	8.532204807044188	4.30440153753223	3443	ENSG00000204217	BMPR2
ENST00000638725	10.41773828297442	8.805394184477409	10.109031521083509	6.836756041299477	5.119322884226513	5.739202050042972	2761	ENSG00000163877	SNIP1
ENST00000645231	10.41773828297442	13.208091276716111	6.739354347389007	15.04086329085885	5.119322884226513	8.60880307506446	3462	ENSG00000285069	SESN2
ENST00000647248	10.41773828297442	15.409439822835465	15.72516014390768	20.510268123898427	13.651527691270703	7.174002562553715	1234	ENSG00000182899	RPL35A
ENST00000680847	10.41773828297442	9.906068457537085	3.3696771736945035	4.1020536247796855	5.119322884226513	5.739202050042972	1881	ENSG00000185624	P4HB
ENST00000681308	10.41773828297442	5.5033713652983804	11.232257245648341	9.571458457819269	8.532204807044188	5.739202050042972	4045	ENSG00000138138	ATAD1
ENST00000359044	10.41773828297442	7.704719911417734	4.492902898259337	9.571458457819269	13.651527691270703	5.739202050042972	3087	ENSG00000105732	ZNF574
ENST00000254730	10.41773828297442	5.5033713652983804	8.985805796518674	10.938809666079162	6.825763845635351	7.174002562553715	2205	ENSG00000132394	EEFSEC
ENST00000274680	10.41773828297442	8.805394184477409	10.109031521083509	4.1020536247796855	6.825763845635351	4.30440153753223	1679	ENSG00000145982	FARS2
ENST00000374338	10.41773828297442	8.805394184477409	6.739354347389007	9.571458457819269	1.7064409614088378	5.739202050042972	2914	ENSG00000157978	LDLRAP1
ENST00000392035	10.41773828297442	1.1006742730596761	8.985805796518674	6.836756041299477	6.825763845635351	7.174002562553715	2126	ENSG00000160392	C19orf47
ENST00000396366	10.41773828297442	7.704719911417734	10.109031521083509	10.938809666079162	13.651527691270703	10.043603587575202	922	ENSG00000165060	FXN
ENST00000409011	10.41773828297442	12.10741700365644	16.848385868472516	13.673512082598954	3.4128819228176757	15.782805637618173	1210	ENSG00000152147	GEMIN6
ENST00000445569	10.41773828297442	5.5033713652983804	2.2464514491296685	8.204107249559371	3.4128819228176757	5.739202050042972	525	ENSG00000122786	CALD1
ENST00000489794	10.41773828297442	15.409439822835465	12.355482970213178	2.7347024165197906	1.7064409614088378	8.60880307506446	928	ENSG00000122958	VPS26A
ENST00000517489	10.41773828297442	6.604045638358057	16.848385868472516	9.571458457819269	11.945086729861863	15.782805637618173	631	ENSG00000156482	RPL30
ENST00000529930	10.41773828297442	17.610788368954818	24.71096594042635	12.306160874339058	8.532204807044188	10.043603587575202	830	ENSG00000124444	ZNF576
ENST00000568897	10.41773828297442	5.5033713652983804	8.985805796518674	10.938809666079162	23.890173459723727	8.60880307506446	1603	ENSG00000103227	LMF1
ENST00000644579	10.41773828297442	5.5033713652983804	8.985805796518674	10.938809666079162	6.825763845635351	7.174002562553715	2205	ENSG00000284869	EEFSEC
ENST00000676823	10.41773828297442	6.604045638358057	1.1232257245648343	5.469404833039581	11.945086729861863	2.869601025021486	814	ENSG00000130175	PRKCSH
